Latitude,Longitude,Altitude,Date,Name,Credit,Category
5.425771, -73.845670,3340,2026-02-15,"The Hato Dam (Ubaté) - Chegua Hill (Cármen de Carupa) - The Hanging Rock (Susa), Cundinamarca, Colombia. https://photos.app.goo.gl/wNTzDLmsNYUWWa6Q8",rcfdtools,Freelance field visit
