Latitude,Longitude,Altitude,Date,Name,Credit,Category
4.634402777777777,-73.72457222222222,3051.38,2023-05-03,"Campamento EAAB - Estación climatológica Chuza Monterredondo, Fómeque, Cundinamarca, Colombia",rcfdtools,Technical field visit
