Latitude,Longitude,Altitude,Date,Name,Credit,Category
5.21747777,-73.58726388,2817.69,2024-05-31,"Visita técnica Universidad Escuela Colombiana de Ingeniería Julio Garavito con Empresas Públicas de Cundinamarca - EPC a la PTAP del municipio de Villapinzón - Cundinamarca - Colombia (aducción de 2km Ø8in a Ø6in, Q operación ±16 lps, cobertura de distribución urbana).",rcfdtools,Technical field visit
