Latitude,Longitude,Altitude,Date,Name,Credit,Category
5.013062, -74.4782647, 855.14,2024-05-10,"Visita técnica Universidad Escuela Colombiana de Ingeniería Julio Garavito a la ESP Villeta - Cundinamarca - Colombia. Agradecimientos especiales a la Ingeniera Ana Vitalia Gonzalez Suavita, gerente de la E.S.P. por concedernos este espacio y al Ingeniero Diego Mauricio Hernández Toro - Director técnico AAA, por compartir su experiencia profesional y conocimientos con los estudiantes y profesores. Información complementaria en https://espvilleta.gov.co",rcfdtools,Technical field visit
